qid,doc_id,og_score,p_score,og_rank,p_rank
1092391,7291984,102.26130676269531,102.5732650756836,1,1
1092391,7329009,99.909423828125,103.6831283569336,2,1
1092391,7712612,101.22338104248047,102.7034683227539,2,2
1092391,7179733,99.41451263427734,101.73102569580078,4,4
1092391,7401592,100.15106201171875,101.46552276611328,3,5
1092391,7284501,100.9137191772461,102.32747650146484,3,4
1092391,7578411,100.62738800048828,104.10149383544922,4,1
1092391,7559244,100.172607421875,101.33878326416016,5,8
1092391,7183229,101.341796875,102.45140838623047,2,5
1092391,7533642,101.84065246582031,102.33324432373047,2,6
1092391,7197033,99.33415985107422,100.02816772460938,11,11
1092391,7140105,99.58004760742188,103.05181884765625,10,3
1092391,7163370,101.30387115478516,102.7481918334961,4,4
1092391,7078250,100.00289154052734,103.29528045654297,10,3
1092391,7866009,96.99807739257812,99.0898208618164,15,15
1092391,7655567,98.81948852539062,100.75502014160156,15,14
1092391,7158532,99.61004638671875,102.70561218261719,12,6
1092391,2378652,101.92955780029297,103.44444274902344,2,3
1092391,7088654,99.15135192871094,101.01922607421875,17,16
1092391,7169984,105.81077575683594,104.78125762939453,1,1
1092391,7283199,97.84555053710938,102.53649139404297,20,11
1092391,7084934,97.66746520996094,98.91558837890625,21,22
1092391,7878223,96.58003997802734,101.37274169921875,23,17
1092391,7490272,101.21450805664062,102.84358978271484,8,7
1092391,7944739,98.4330062866211,100.82861328125,21,21
1092391,309147,100.44955444335938,102.5755615234375,11,11
1092391,7134339,98.47134399414062,100.76127624511719,22,23
1092391,4305606,99.56734466552734,102.97058868408203,18,7
1092391,7165423,98.95230102539062,102.37333679199219,22,16
1092391,7381160,98.24090576171875,101.43936157226562,26,21
1092391,7687609,99.09002685546875,102.61963653564453,22,12
1092391,7965558,97.621337890625,99.37137603759766,30,30
1092391,7115790,98.66519165039062,101.40433502197266,25,23
1092391,7873766,97.75320434570312,101.44367980957031,30,22
1092391,7678527,99.77753448486328,101.80826568603516,16,20
1092391,7071501,99.07829284667969,100.57130432128906,24,32
1092391,7385639,101.44464111328125,102.2984848022461,5,20
1092391,7462294,100.24040222167969,102.1195068359375,13,21
1092391,7091104,96.2586441040039,100.64564514160156,39,34
1092391,7090090,99.71070861816406,101.32343292236328,19,30
1092391,7417036,99.71637725830078,102.0970458984375,19,22
1092391,7919323,97.57755279541016,103.03948974609375,39,7
1092391,7500864,100.6453628540039,102.69911193847656,11,13
1092391,7153433,98.00814819335938,100.41856384277344,36,40
1092391,7202337,100.61849975585938,101.81779479980469,13,25
1092391,7414907,99.56208801269531,100.05865478515625,26,42
1092391,3550561,99.408447265625,101.21087646484375,28,35
1092391,7230798,99.83665466308594,101.96611022949219,20,25
1092391,7098781,100.7070083618164,102.76793670654297,11,10
1092391,7183716,100.11912536621094,101.41383361816406,19,33
1092391,7266627,98.13786315917969,101.16434478759766,42,39
1092391,7696003,97.2219467163086,100.85384368896484,49,41
1092391,7153226,97.27812957763672,99.69075012207031,49,50
1092391,7512531,99.69749450683594,102.08247375488281,26,26
1092391,7965665,99.15970611572266,101.44286346435547,34,33
1092391,7669183,98.47078704833984,101.04927825927734,42,42
1092391,716033,97.63740539550781,99.98822784423828,50,53
1092391,4182410,96.94453430175781,100.87321472167969,56,44
1092391,7043728,98.44473266601562,103.00682067871094,43,8
1092391,7958505,98.5103759765625,101.09803009033203,41,43
1092391,5735433,98.84713745117188,101.51526641845703,39,32
