qid,doc_id,og_score,p_score,og_rank,p_rank
1092391,7291984,102.26130676269531,102.5732650756836,4,27
1092391,7329009,99.909423828125,103.6831283569336,29,7
1092391,7712612,101.22338104248047,102.7034683227539,13,23
1092391,7179733,99.41451263427734,101.73102569580078,42,46
1092391,7401592,100.15106201171875,101.46552276611328,26,51
1092391,7284501,100.9137191772461,102.32747650146484,16,33
1092391,7578411,100.62738800048828,104.10149383544922,20,6
1092391,7559244,100.172607421875,101.33878326416016,25,59
1092391,7183229,101.341796875,102.45140838623047,11,29
1092391,7533642,101.84065246582031,102.33324432373047,8,32
1092391,7197033,99.33415985107422,100.02816772460938,45,91
1092391,7140105,99.58004760742188,103.05181884765625,37,12
1092391,7163370,101.30387115478516,102.7481918334961,12,21
1092391,7078250,100.00289154052734,103.29528045654297,28,10
1092391,7866009,96.99807739257812,99.0898208618164,79,97
1092391,7655567,98.81948852539062,100.75502014160156,52,80
1092391,7158532,99.61004638671875,102.70561218261719,35,22
1092391,2378652,101.92955780029297,103.44444274902344,7,9
1092391,7088654,99.15135192871094,101.01922607421875,47,69
1092391,7169984,105.81077575683594,104.78125762939453,1,4
1092391,7283199,97.84555053710938,102.53649139404297,70,28
1092391,7084934,97.66746520996094,98.91558837890625,72,98
1092391,7878223,96.58003997802734,101.37274169921875,89,58
1092391,7490272,101.21450805664062,102.84358978271484,14,18
1092391,7944739,98.4330062866211,100.82861328125,60,75
1092391,309147,100.44955444335938,102.5755615234375,23,26
1092391,7134339,98.47134399414062,100.76127624511719,57,78
1092391,4305606,99.56734466552734,102.97058868408203,38,15
1092391,7165423,98.95230102539062,102.37333679199219,50,31
1092391,7381160,98.24090576171875,101.43936157226562,62,54
1092391,7687609,99.09002685546875,102.61963653564453,48,25
1092391,7965558,97.621337890625,99.37137603759766,74,95
1092391,7115790,98.66519165039062,101.40433502197266,53,57
1092391,7873766,97.75320434570312,101.44367980957031,71,52
1092391,7678527,99.77753448486328,101.80826568603516,31,44
1092391,7071501,99.07829284667969,100.57130432128906,49,84
1092391,7385639,101.44464111328125,102.2984848022461,10,34
1092391,7462294,100.24040222167969,102.1195068359375,24,36
1092391,7091104,96.2586441040039,100.64564514160156,93,82
1092391,7090090,99.71070861816406,101.32343292236328,33,60
